uid,name,organization_id,organization_id_source
1105,Sandia National Laboratories,1105,RINGGOLD
14736,Texas A&M University,14736,RINGGOLD
9e5d64a5,National Institute of Technology,9e5d64a5,sha256
e2249882,Blue Brain Project,e2249882,sha256
57484,Centre de Recherche en Neurosciences de Lyon,57484,RINGGOLD
89146,INSERM UMRS 1072,89146,RINGGOLD
14743,University of Houston,14743,RINGGOLD
601058,Allen Institute,601058,RINGGOLD
96414741,Goethe-University,96414741,sha256
07b711d0,Albert-Ludwigs-University,07b711d0,sha256
https://ror.org/0281dp749,Helmholtz Association of German Research Centres,https://ror.org/0281dp749,ROR
https://ror.org/0267vjk41,University of Hertfordshire,https://ror.org/0267vjk41,ROR
526bb93d,University of Hertfordshire,526bb93d,sha256
3769,University of Hertfordshire,3769,RINGGOLD
1948,University of Sussex,1948,RINGGOLD
9166,Freie Universität Berlin,9166,RINGGOLD
https://ror.org/004fze387,Scuola Internazionale Superiore di Studi Avanzati,https://ror.org/004fze387,ROR
543881,Abdus Salam International Centre for Theoretical Physics Condensed Matter and Statistical Physics Section,543881,RINGGOLD
http://dx.doi.org/10.13039/100012938,De La Salle University,http://dx.doi.org/10.13039/100012938,FUNDREF
https://ror.org/00qemyc07,Mindanao State University – Iligan Institute of Technology,https://ror.org/00qemyc07,ROR
https://ror.org/03gnh5541,Institute of Science and Technology Austria,https://ror.org/03gnh5541,ROR
https://ror.org/01tvrq624,Kavli Institute for Systems Neuroscience,https://ror.org/01tvrq624,ROR
148492,Institute of Science and Technology Austria,148492,RINGGOLD
603265,Universite de Lausanne Ecole de droit,603265,RINGGOLD
62fc8df1,Okinawa Institute of Science and Technology Graduate University,62fc8df1,sha256
https://ror.org/02qg15b79,Okinawa Institute of Science and Technology Graduate University,https://ror.org/02qg15b79,ROR
grid.5284.b,University of Antwerp,grid.5284.b,GRID
508333,Okinawa Institute of Science and Technology Promotion Corporation,508333,RINGGOLD
6469,California Institute of Technology,6469,RINGGOLD
grid.411414.5,Antwerp University Hospital,grid.411414.5,GRID
http://dx.doi.org/10.13039/501100007514,Università di Pisa,http://dx.doi.org/10.13039/501100007514,FUNDREF
a4e3a015,Università di Pisa,a4e3a015,sha256
18976,Università del Salento,18976,RINGGOLD
grid.9851.5,University of Lausanne,grid.9851.5,GRID
433c86b4,University of Lausanne,433c86b4,sha256
e4eb48bf,"Collegium Budapest, Institute for Advanced Study",e4eb48bf,sha256
04327bce,"University of Exeter, Living Systems Institute",04327bce,sha256
28329,Max-Planck-Institut für Entwicklungsbiologie,28329,RINGGOLD
f9c19bab,"MTA TKI ""Adaptation to Climate Change"" Research Group, at Hungarian Academy of Sciences",f9c19bab,sha256
grid.5333.6,École Polytechnique Fédérale de Lausanne,grid.5333.6,GRID
668f1aa7,Universidad Autonoma de Madrid Facultad de Medicina,668f1aa7,sha256
16402,Universidad del País Vasco,16402,RINGGOLD
fff54959,Universidad Autonoma de Madrid School of Medicine,fff54959,sha256
45739462,Universidad Autonoma de Madrid,45739462,sha256
3990,Rice University,3990,RINGGOLD
https://ror.org/05pjsgx75,Indian Institute of Technology Kanpur,https://ror.org/05pjsgx75,ROR
795157b1,École Polytechnique Fédérale de Lausanne,795157b1,sha256
52948,Bilkent Üniversitesi,52948,RINGGOLD
52949,Boğaziçi Üniversitesi,52949,RINGGOLD
http://dx.doi.org/10.13039/501100004913,Università degli Studi di Palermo,http://dx.doi.org/10.13039/501100004913,FUNDREF
http://dx.doi.org/10.13039/501100004462,Consiglio Nazionale delle Ricerche,http://dx.doi.org/10.13039/501100004462,FUNDREF
52c61456,Politecnico di Milano,52c61456,sha256
https://ror.org/01nffqt88,Politecnico di Milano,https://ror.org/01nffqt88,ROR
50e924c9,Politecnico di MILANO,50e924c9,sha256
dd7e60ed,"Blue Brain Project, École polytechnique fédérale de Lausanne (EPFL)",dd7e60ed,sha256
9071428f,"Max-Planck-Institue, Heidelberg University",9071428f,sha256
58975,Korea Institute of Science and Technology,58975,RINGGOLD
http://dx.doi.org/10.13039/100006920,University of Pennsylvania,http://dx.doi.org/10.13039/100006920,FUNDREF
8785,University of California San Francisco,8785,RINGGOLD
1500,Johns Hopkins School of Medicine,1500,RINGGOLD
70145a49,Chinese Academy of Sciences Shanghai Branch,70145a49,sha256
12581,Nanjing University,12581,RINGGOLD
grid.214458.e,University of Michigan,grid.214458.e,GRID
1259,University of Michigan,1259,RINGGOLD
123743,University of Michigan Life Sciences Institute,123743,RINGGOLD
538039,Kresge Hearing Research Institute,538039,RINGGOLD
214901,University of Michigan Medical School,214901,RINGGOLD
https://ror.org/04ct4d772,Southeast University,https://ror.org/04ct4d772,ROR
http://dx.doi.org/10.13039/501100008081,Southeast University,http://dx.doi.org/10.13039/501100008081,FUNDREF
16372,Centre de Regulació Genòmica,16372,RINGGOLD
7284,University of Washington,7284,RINGGOLD
12381,Chinese Academy of Sciences,12381,RINGGOLD
12517,Capital Medical University,12517,RINGGOLD
7823,Florida State University,7823,RINGGOLD
ea9b9c6b,Faculty of Sciences of University of Lisbon,ea9b9c6b,sha256
120440,Instituto Superior Tecnico,120440,RINGGOLD
https://ror.org/04wjk1035,"i3S - Instituto de Investigação e Inovação em Saúde, Universidade do Porto",https://ror.org/04wjk1035,ROR
92905,Instituto Nacional de Engenharia Biomédica,92905,RINGGOLD
1d939351,IBMC.INEB,1d939351,sha256
fb2664e6,Center for Mathematics of University of Porto,fb2664e6,sha256
5c99559b,Instituto de Biologia Molecular e Celular (IBMC),5c99559b,sha256
a689f334,Unversity of Maryland,a689f334,sha256
9ea18f04,Georgetown University,9ea18f04,sha256
https://ror.org/03cve4549,Tsinghua University,https://ror.org/03cve4549,ROR
https://ror.org/033vjfk17,Wuhan University,https://ror.org/033vjfk17,ROR
4d182594,Kwai Tech,4d182594,sha256
https://ror.org/02hcww794,Suning (China),https://ror.org/02hcww794,ROR
95af0c34,The University of Sydney,95af0c34,sha256
http://dx.doi.org/10.13039/501100007530,National Taiwan University of Science and Technology,http://dx.doi.org/10.13039/501100007530,FUNDREF
fe116542,Baylor College of Medicine,fe116542,sha256
98e8d07c,University of British Columbia,98e8d07c,sha256
40a3c3be,Howard Hughes Medical Institute,40a3c3be,sha256
21e31fc4,Northwestern University,21e31fc4,sha256
562c1a62,Ecole Normale Superieure,562c1a62,sha256
0cfff695,Peter the Great Saint-Petersburg Polytechnic University,0cfff695,sha256
26907,Université Paris Descartes,26907,RINGGOLD
5ddcb124,Cajal Neuroscience,5ddcb124,sha256
92c09796,University of Washington,92c09796,sha256
3f06e609,Ecole Normale Supérieure,3f06e609,sha256
326d7f2f,Ioffe Institute,326d7f2f,sha256
https://ror.org/03cx6bg69,National Technical University of Athens,https://ror.org/03cx6bg69,ROR
grid.10776.37,University of Palermo,grid.10776.37,GRID
119618,Istituto dei Polimeri Compositi e Biomateriali Sede Secondaria Napoli - Portici Consiglio Nazionale delle Ricerche,119618,RINGGOLD
69d4e1c1,Universita' degli Studi di Palermo,69d4e1c1,sha256
19004,Scuola Normale Superiore,19004,RINGGOLD
grid.5608.b,University of Padua,grid.5608.b,GRID
fb1958b3,Università di Padova,fb1958b3,sha256
0ba60735,CNR Neuroscience Institute,0ba60735,sha256
9dd4c7c5,Fondazione Levi-Montalcini,9dd4c7c5,sha256
4396,Lancaster University,4396,RINGGOLD
63579,Saints Cyril and Methodius University in Skopje,63579,RINGGOLD
https://ror.org/02vjkv261,Inserm,https://ror.org/02vjkv261,ROR
90255,Aix-Marseille Université Faculté de Medecine,90255,RINGGOLD
39261e5b,Universitat de Barcelona,39261e5b,sha256
16724,Universitat de Barcelona,16724,RINGGOLD
543988,Barcelonaβeta Brain Research Center,543988,RINGGOLD
12235,University of Miami School of Medicine,12235,RINGGOLD
ce770667,Google,ce770667,sha256
326760,German Research School for Simulation Sciences GmbH,326760,RINGGOLD
382fde61,INSERM,382fde61,sha256
c2e86c60,University of Sydney,c2e86c60,sha256
grid.507684.8,National Imaging Facility,grid.507684.8,GRID
337d9093,Monash University,337d9093,sha256
9165,Rheinisch Westfalische Technische Hochschule Aachen,9165,RINGGOLD
cdec29d9,TU Braunschweig,cdec29d9,sha256
27190,TU Munich,27190,RINGGOLD
0030bb0b,RWTH Aachen University,0030bb0b,sha256
6bfca554,SBGneuro Ltd.,6bfca554,sha256
198328,"Radboud Universiteit, Donders Institute for Brain Cognition and Behaviour",198328,RINGGOLD
12353,University of Washington School of Medicine,12353,RINGGOLD
6683,Lewis and Clark College,6683,RINGGOLD
fab22ed5,Maze Therapeutics,fab22ed5,sha256
7412,Genentech Inc,7412,RINGGOLD
5426,SRI International,5426,RINGGOLD
128838,Synarc San Francisco,128838,RINGGOLD
1372,Georgia Institute of Technology,1372,RINGGOLD
377659,"Dell Medical School, The University of Texas at Austin ",377659,RINGGOLD
0dc96e74,New York University Tandon School of Engineering,0dc96e74,sha256
4c77a5fc,Nathan S. Kline Institute,4c77a5fc,sha256
0a1db8d5,Child Mind Institute,0a1db8d5,sha256
1757,Virginia Polytechnic Institute and State University,1757,RINGGOLD
3989,Baylor College of Medicine,3989,RINGGOLD
1371,Emory University,1371,RINGGOLD
1242,Centers for Disease Control and Prevention,1242,RINGGOLD
799351f7,Opuswave Networks,799351f7,sha256
5361,US Central Intelligence Agency,5361,RINGGOLD
982ab6d4,Lucent Technologies,982ab6d4,sha256
68713,Kent Ridge Digital Laboratories,68713,RINGGOLD
https://ror.org/04a9tmd77,Icahn School of Medicine at Mount Sinai,https://ror.org/04a9tmd77,ROR
69605641,Institut Pasteur,69605641,sha256
7461f464,University of Wisconsin,7461f464,sha256
5f824335,Florida International University,5f824335,sha256
daa975ec,Universidad Nacional Autonoma de Mexico,daa975ec,sha256
830ed895,Univeristy of Iowa,830ed895,sha256
c4a8429b,University of Iowa,c4a8429b,sha256
4083,University of Iowa,4083,RINGGOLD
2514,University of Cincinnati,2514,RINGGOLD
c19caf85,Unity Health Toronto,c19caf85,sha256
c0c5d65b,Weill Cornell Medicine,c0c5d65b,sha256
70267af8,Max Planck Institute for Human Cognitive and Brain Sciences,70267af8,sha256
56dc1305,University of Strathclyde,56dc1305,sha256
636ceac7,University of Bath,636ceac7,sha256
6122,Nottingham Trent University,6122,RINGGOLD
7675,Stockholms Universitet,7675,RINGGOLD
28711809,Universidade do Algarve,28711809,sha256
10187,Max Planck Institute for Psycholinguistics,10187,RINGGOLD
https://ror.org/01jsgmp44,Institute of Experimental Medicine,https://ror.org/01jsgmp44,ROR
grid.40263.33,Brown University,grid.40263.33,GRID
758dffc2,Brown University,758dffc2,sha256
09e5626b,University of Ottawa Institute of Mental Health Research,09e5626b,sha256
https://ror.org/04a1mvv97,Norwegian University of Life Sciences,https://ror.org/04a1mvv97,ROR
509086,SINTEF Oslo,509086,RINGGOLD
68219,Deutsches Elektronen-Synchrotron Standort Zeuthen,68219,RINGGOLD
https://ror.org/00vn06n10,Simula Research Laboratory,https://ror.org/00vn06n10,ROR
7989,University Health Network,7989,RINGGOLD
3065,Duke University,3065,RINGGOLD
https://ror.org/02der9h97,University of Connecticut,https://ror.org/02der9h97,ROR
http://dx.doi.org/10.13039/501100022221,Sickkids Research Institute,http://dx.doi.org/10.13039/501100022221,FUNDREF
grid.480809.d,Krembil Foundation,grid.480809.d,GRID
202553,Inria Centre de Recherche Nancy Grand Est,202553,RINGGOLD
381b53b6,German Meteorological Service,381b53b6,sha256
6363,University of Ottawa,6363,RINGGOLD
28423,Weierstrass-Institut fur Angewandte Analysis und Stochastik,28423,RINGGOLD
647e8dc8,Max Planck Institute for Mathematics in the Sciences,647e8dc8,sha256
31b36d91,Max Planck Institute for Cognitive Neuroscience,31b36d91,sha256
14655,Universidad de Chile,14655,RINGGOLD
https://ror.org/00h9jrb69,Universidad de Valparaíso,https://ror.org/00h9jrb69,ROR
28068,Universidad de Valparaíso,28068,RINGGOLD
157896,Universidad de Valparaíso Facultad de Ciencias,157896,RINGGOLD
161638,Instituto de Neurociencias,161638,RINGGOLD
27faf32e,Stanford University,27faf32e,sha256
16770,Universitat Pompeu Fabra,16770,RINGGOLD
50106,Universidade Nova de Lisboa,50106,RINGGOLD
56059,Universidade do Minho,56059,RINGGOLD
307919,Max Planck Campus Tubingen,307919,RINGGOLD
grid.5640.7,Linköping University,grid.5640.7,GRID
4566,Linköpings universitet,4566,RINGGOLD
https://ror.org/0153tk833,University of Virginia,https://ror.org/0153tk833,ROR
e401518e,Ghent University,e401518e,sha256
5715,Belmont University,5715,RINGGOLD
5718,Vanderbilt University,5718,RINGGOLD
https://ror.org/02gz6gg07,Florida International University,https://ror.org/02gz6gg07,ROR
78a0aec5,University of Havana,78a0aec5,sha256
http://dx.doi.org/10.13039/100007681,Florida International University,http://dx.doi.org/10.13039/100007681,FUNDREF
grid.65456.34,Florida International University,grid.65456.34,GRID
87691160,Max Planck Institute for Biological Cybernetics,87691160,sha256
2511,National Institutes of Health,2511,RINGGOLD
6093,Saint Olaf College,6093,RINGGOLD
https://ror.org/02vm5rt34,Vanderbilt University,https://ror.org/02vm5rt34,ROR
5635,University of Minnesota Twin Cities,5635,RINGGOLD
208474,Università degli Studi di Modena e Reggio Emilia Dipartimento di Scienze Biomediche Metaboliche e Neuroscienze,208474,RINGGOLD
https://ror.org/03g001n57,Champalimaud Foundation,https://ror.org/03g001n57,ROR
http://dx.doi.org/10.13039/501100001827,Universiteit van Amsterdam,http://dx.doi.org/10.13039/501100001827,FUNDREF
1234,Universiteit van Amsterdam,1234,RINGGOLD
e52eb29f,Radboud Universiteit Nijmegen Donders Institute for Brain Cognition and Behaviour,e52eb29f,sha256
26909,École Normale Supérieure,26909,RINGGOLD
https://ror.org/02ma57s91,Universidad de Santiago de Chile,https://ror.org/02ma57s91,ROR
http://dx.doi.org/10.13039/100007194,Universidad de Santiago de Chile,http://dx.doi.org/10.13039/100007194,FUNDREF
3ef79f7a,Democracy X,3ef79f7a,sha256
https://ror.org/02cvp5j67,Danish Board of Technology,https://ror.org/02cvp5j67,ROR
http://dx.doi.org/10.13039/501100001834,University of Twente,http://dx.doi.org/10.13039/501100001834,FUNDREF
19abf8be,IDIBAPS,19abf8be,sha256
46dda78d,ICREA (Catalan Institution for Research and Advanced Studies),46dda78d,sha256
26451,Chinese University of Hong Kong,26451,RINGGOLD
25809,University of Hong Kong,25809,RINGGOLD
08c6b7a0,University of Belgrade,08c6b7a0,sha256
26731,Bar-Ilan University,26731,RINGGOLD
grid.22098.31,Bar-Ilan University,grid.22098.31,GRID
26732,Ben-Gurion University of the Negev,26732,RINGGOLD
grid.416958.7,UC Davis Health System,grid.416958.7,GRID
69ca46c0,KU Leuven,69ca46c0,sha256
232543,College of Engineering Trivandrum,232543,RINGGOLD
49d2dc07,Amazon,49d2dc07,sha256
226188,Idiap Research Institute,226188,RINGGOLD
26656,Universiteit Gent,26656,RINGGOLD
7bc74b8b,Nuance Communications,7bc74b8b,sha256
http://dx.doi.org/10.13039/100009043,University of Patras,http://dx.doi.org/10.13039/100009043,FUNDREF
https://ror.org/00cv9y106,Ghent University,https://ror.org/00cv9y106,ROR
https://ror.org/02jx3x895,University College London,https://ror.org/02jx3x895,ROR
https://ror.org/042xt5161,University Health Network,https://ror.org/042xt5161,ROR
https://ror.org/00y0zf565,Institute for Basic Science,https://ror.org/00y0zf565,ROR
98600,Heinrich Heine Universität Düsseldorf Mathematisch-Naturwissenschaftliche Fakultät,98600,RINGGOLD
f37ffb1c,"RadboudUMC Nijmegen, Donders Institute for Brain Cognition and Behaviour",f37ffb1c,sha256
9170,Heinrich-Heine-Universitat Düsseldorf Medical Center,9170,RINGGOLD
http://dx.doi.org/10.13039/100007493,University of Colorado Boulder,http://dx.doi.org/10.13039/100007493,FUNDREF
http://dx.doi.org/10.13039/501100001777,University of Wollongong,http://dx.doi.org/10.13039/501100001777,FUNDREF
https://ror.org/05q8kyc69,UC Davis Health System,https://ror.org/05q8kyc69,ROR
https://ror.org/00j9c2840,Oslo University Hospital,https://ror.org/00j9c2840,ROR
https://ror.org/0168r3w48,"University of California, San Diego",https://ror.org/0168r3w48,ROR
da229ae3,University of Würzburg,da229ae3,sha256
9174,University of Freiburg,9174,RINGGOLD
https://ror.org/05qwgg493,Boston University,https://ror.org/05qwgg493,ROR
155272,Oslo University Hospital,155272,RINGGOLD
grid.418925.3,Institute of Physiology,grid.418925.3,GRID
72782,INSERM DR Rhone-Alpes Auvergne,72782,RINGGOLD
1085,SUNY The State University of New York,1085,RINGGOLD
11fc295a,Federal University of ABC,11fc295a,sha256
27063,Sorbonne Université,27063,RINGGOLD
54960,Laboratoire lorrain de recherche en informatique et ses applications,54960,RINGGOLD
32796326,Laboratoire de Mathématiques Appliquées du Havre,32796326,sha256
202551,Inria Centre de Recherche de Paris,202551,RINGGOLD
27019,Université du Havre,27019,RINGGOLD
https://ror.org/03q8dnn23,City University of Hong Kong,https://ror.org/03q8dnn23,ROR
grid.251993.5,Albert Einstein College of Medicine,grid.251993.5,GRID
grid.50956.3f,Cedars-Sinai Medical Center,grid.50956.3f,GRID
69f2a248,Università degli Studi di Genova,69f2a248,sha256
505550,VIB KU Leuven Center for Brain & Disease Research,505550,RINGGOLD
1f90d998,Université Libre de Bruxelles,1f90d998,sha256
grid.5515.4,Autonomous University of Madrid,grid.5515.4,GRID
grid.4795.f,Complutense University of Madrid,grid.4795.f,GRID
https://ror.org/01cby8j38,Autonomous University of Madrid,https://ror.org/01cby8j38,ROR
3f30e84f,Universidad Autónoma de Madrid,3f30e84f,sha256
c19d0fbc,Open University of Catalonia,c19d0fbc,sha256
704bcf41,University of Salamanca,704bcf41,sha256
grid.5239.d,University of Valladolid,grid.5239.d,GRID
7239ee1c,Cajal Institute,7239ee1c,sha256
grid.427629.c,Achucarro Basque Center for Neuroscience,grid.427629.c,GRID
16719,Universitat Autònoma de Barcelona,16719,RINGGOLD
121568,Universidad Nacional de San Agustín de Arequipa,121568,RINGGOLD
203395,Universidad Señor de Sipán,203395,RINGGOLD
https://ror.org/00myw9y39,Achucarro Basque Center for Neuroscience,https://ror.org/00myw9y39,ROR
