uid,orcid_id,name
0000-0001-5490-1961,0000-0001-5490-1961,Francesca Cicchetti
0000-0001-5492-0767,0000-0001-5492-0767,Paulo Souto
0000-0001-5492-3925,0000-0001-5492-3925,Daniel Hill
0000-0001-5492-6528,0000-0001-5492-6528,Laura Reichenbach
0000-0001-5493-689X,0000-0001-5493-689X,Alibek Alkhasov
0000-0001-5494-075X,0000-0001-5494-075X,Kennedy Borle
0000-0001-5500-0487,0000-0001-5500-0487,Rudolf Kammerl
0000-0001-5500-607X,0000-0001-5500-607X,Morad Zaaya
0000-0001-5502-9984,0000-0001-5502-9984,Evan W. Carson
0000-0001-5503-648X,0000-0001-5503-648X,Bóris Marin
0000-0001-5503-648X,0000-0001-5503-648X,Bóris Marin
0000-0001-5503-648X,0000-0001-5503-648X,Bóris Marin
0000-0001-5503-648X,0000-0001-5503-648X,Bóris Marin
0000-0001-5503-648X,0000-0001-5503-648X,Bóris Marin
0000-0001-5504-4164,0000-0001-5504-4164,Coral Fustero-Torre
0000-0001-5504-5853,0000-0001-5504-5853,Ekaterina Kozub
0000-0001-5505-6333,0000-0001-5505-6333,Jonathan Purnell
0000-0001-5505-6931,0000-0001-5505-6931,Michael Zeller
0000-0001-5509-0996,0000-0001-5509-0996,Weria Pezeshkian
0000-0001-5509-0996,0000-0001-5509-0996,Weria Pezeshkian
0000-0001-5509-0996,0000-0001-5509-0996,Weria Pezeshkian
0000-0001-5509-0996,0000-0001-5509-0996,Weria Pezeshkian
0000-0001-5509-0996,0000-0001-5509-0996,Weria Pezeshkian
0000-0001-5509-0996,0000-0001-5509-0996,Weria Pezeshkian
0000-0001-5509-0996,0000-0001-5509-0996,Weria Pezeshkian
0000-0001-5509-0996,0000-0001-5509-0996,Weria Pezeshkian
0000-0001-5509-3580,0000-0001-5509-3580,William Catterall
0000-0001-5509-5236,0000-0001-5509-5236,Salvador Chulián
0000-0001-5510-7938,0000-0001-5510-7938,Ewelina Bator
0000-0001-5511-3780,0000-0001-5511-3780,Martin M Monti
0000-0001-5511-6375,0000-0001-5511-6375,Emmanuelle Bouveret
0000-0001-5513-5955,0000-0001-5513-5955,S. Abbas Shobeiri
0000-0001-5514-2768,0000-0001-5514-2768,Siyi Zheng
0000-0001-5516-4043,0000-0001-5516-4043,antonella tosti
0000-0001-5516-9282,0000-0001-5516-9282,Gian-Franco Dalla Betta
0000-0001-5517-8525,0000-0001-5517-8525,Natalia Kulesskaya
0000-0001-5519-842X,0000-0001-5519-842X,Patrick Mineault
0000-0001-5521-2543,0000-0001-5521-2543,Lin Lo
0000-0001-5523-8612,0000-0001-5523-8612,Michel van den Oever
0000-0001-5524-852X,0000-0001-5524-852X,Mariana Popescu
0000-0001-5525-5025,0000-0001-5525-5025,Matteo Bergami
0000-0001-5527-3688,0000-0001-5527-3688,John Richards
0000-0001-5532-4481,0000-0001-5532-4481,Adrián Cárdenas Castelló
0000-0001-5535-7013,0000-0001-5535-7013,Herut Dor
0000-0001-5535-7865,0000-0001-5535-7865,Petruț Antoniu Bogdan
0000-0001-5538-373X,0000-0001-5538-373X,Philipp Kellmeyer
0000-0001-5538-6658,0000-0001-5538-6658,Elizabeth Crofton
0000-0001-5544-0925,0000-0001-5544-0925,AYSE BERNA ALTINEL
0000-0001-5550-1222,0000-0001-5550-1222,Felix Franke
0000-0001-5550-9072,0000-0001-5550-9072,Arnaud Lelevé
0000-0001-5550-9291,0000-0001-5550-9291,Joana Lourenço
0000-0001-5550-9291,0000-0001-5550-9291,Joana Lourenço
0000-0001-5550-9291,0000-0001-5550-9291,Joana Lourenço
0000-0001-5550-9291,0000-0001-5550-9291,Joana Lourenço
0000-0001-5550-9291,0000-0001-5550-9291,Joana Lourenço
0000-0001-5550-9291,0000-0001-5550-9291,Joana Lourenço
0000-0001-5553-9378,0000-0001-5553-9378,vidas Stakėnas
0000-0001-5555-2839,0000-0001-5555-2839,Alfredo Llorca Molina
0000-0001-5555-2839,0000-0001-5555-2839,Alfredo Llorca Molina
0000-0001-5555-8325,0000-0001-5555-8325,Tricia Eadie
0000-0001-5556-0919,0000-0001-5556-0919,Jesper Wiborg Schneider
0000-0001-5558-2528,0000-0001-5558-2528,Ajay R
0000-0001-5560-4723,0000-0001-5560-4723,Jan Karbowski
0000-0001-5560-4723,0000-0001-5560-4723,Jan Karbowski
0000-0001-5563-4877,0000-0001-5563-4877,Aravind Asokan
0000-0001-5564-301X,0000-0001-5564-301X,Tinca Polderman
0000-0001-5566-9551,0000-0001-5566-9551,Naresh Kujala
0000-0001-5569-3797,0000-0001-5569-3797,Zoran Nenadic
0000-0001-5574-3336,0000-0001-5574-3336,Jochen Meier
0000-0001-5575-8749,0000-0001-5575-8749,Silvia Peterssen
0000-0001-5576-1083,0000-0001-5576-1083,Jonathan Cook
0000-0001-5577-0115,0000-0001-5577-0115,Przemyslaw Kurowski
0000-0001-5577-1206,0000-0001-5577-1206,Eliška Waloschková
0000-0001-5578-4023,0000-0001-5578-4023,Axel Karl Walch
0000-0001-5581-515X,0000-0001-5581-515X,Phil Moore
0000-0001-5585-0975,0000-0001-5585-0975,Peter Bartho
0000-0001-5585-0975,0000-0001-5585-0975,Peter Bartho
0000-0001-5588-6644,0000-0001-5588-6644,Jacek Pawełczyk
0000-0001-5590-2683,0000-0001-5590-2683,Linda Pardo
0000-0001-5590-8540,0000-0001-5590-8540,Jian xu
0000-0001-5591-238X,0000-0001-5591-238X,Alexander Silchenko
0000-0001-5595-4758,0000-0001-5595-4758,Peter Rubbens
0000-0001-5600-0999,0000-0001-5600-0999,Shengfeng lu
0000-0001-5601-942X,0000-0001-5601-942X,Prof.  Iris Manor  Binyamini
0000-0001-5611-5518,0000-0001-5611-5518,Inanc Mendilcioglu
0000-0001-5612-1600,0000-0001-5612-1600,Hanna Maria Kariis
0000-0001-5615-121X,0000-0001-5615-121X,Pablo Damasceno
0000-0001-5616-3181,0000-0001-5616-3181,Paul Sharp
0000-0001-5617-127X,0000-0001-5617-127X,Benjamin Lindner
0000-0001-5617-127X,0000-0001-5617-127X,Benjamin Lindner
0000-0001-5619-1123,0000-0001-5619-1123,Andreas Meyer-Lindenberg
0000-0001-5621-7311,0000-0001-5621-7311,Etsuo Susaki
0000-0001-5621-7311,0000-0001-5621-7311,Etsuo Susaki
0000-0001-5621-7311,0000-0001-5621-7311,Etsuo Susaki
0000-0001-5623-5085,0000-0001-5623-5085,Jorge Reyes
0000-0001-5627-8026,0000-0001-5627-8026,
0000-0001-5628-8187,0000-0001-5628-8187,Chris De Zeeuw
0000-0001-5628-8187,0000-0001-5628-8187,Chris De Zeeuw
0000-0001-5629-3517,0000-0001-5629-3517,Peter Windsor
0000-0001-5630-4095,0000-0001-5630-4095,Henrik Lindén
0000-0001-5630-4095,0000-0001-5630-4095,Henrik Lindén
0000-0001-5630-4095,0000-0001-5630-4095,Henrik Lindén
0000-0001-5630-4095,0000-0001-5630-4095,Henrik Lindén
0000-0001-5630-4095,0000-0001-5630-4095,Henrik Lindén
0000-0001-5630-7181,0000-0001-5630-7181,Stephen Zipursky
0000-0001-5633-9159,0000-0001-5633-9159,Alan Carleton
0000-0001-5634-8602,0000-0001-5634-8602,Göran Englund
0000-0001-5635-0876,0000-0001-5635-0876,Simon Brookes
0000-0001-5635-1852,0000-0001-5635-1852,Herbert Martins Gomes
0000-0001-5635-3524,0000-0001-5635-3524,Jean Lud Cadet
0000-0001-5636-555X,0000-0001-5636-555X,James Ostrowski
0000-0001-5643-0307,0000-0001-5643-0307,Ana Cristina Carvalho
0000-0001-5646-4750,0000-0001-5646-4750,Alexander Walter
0000-0001-5646-4750,0000-0001-5646-4750,Alexander Walter
0000-0001-5647-9477,0000-0001-5647-9477,Tetsuya Nakamura
0000-0001-5649-9603,0000-0001-5649-9603,Michael Boland
0000-0001-5651-1860,0000-0001-5651-1860,Rezarta Islamaj
0000-0001-5651-9459,0000-0001-5651-9459,Gergely Turi
0000-0001-5652-0150,0000-0001-5652-0150,Richard Thompson
0000-0001-5652-782X,0000-0001-5652-782X,Faraz ul Haq
0000-0001-5655-8490,0000-0001-5655-8490,Thomas Wuttke
0000-0001-5655-8490,0000-0001-5655-8490,Thomas Wuttke
0000-0001-5655-8490,0000-0001-5655-8490,Thomas Wuttke
0000-0001-5656-7987,0000-0001-5656-7987,Jason Smucny
0000-0001-5656-7987,0000-0001-5656-7987,Jason Smucny
0000-0001-5658-2482,0000-0001-5658-2482,Peter Grabitz
0000-0001-5659-0730,0000-0001-5659-0730,Ivana Sartori
0000-0001-5661-8115,0000-0001-5661-8115,Felix Lopez de Felipe
0000-0001-5663-6372,0000-0001-5663-6372,Donghao Zhang
0000-0001-5665-4781,0000-0001-5665-4781,Konstantinos Meletis
0000-0001-5665-4781,0000-0001-5665-4781,Konstantinos Meletis
0000-0001-5665-4781,0000-0001-5665-4781,Konstantinos Meletis
0000-0001-5671-4879,0000-0001-5671-4879,James C Vickers
0000-0001-5673-3164,0000-0001-5673-3164,Christopher Davies
0000-0001-5674-7953,0000-0001-5674-7953,Chi-Tin Shih
0000-0001-5674-7953,0000-0001-5674-7953,Chi-Tin Shih
0000-0001-5678-3030,0000-0001-5678-3030,Johannes Letzkus
0000-0001-5678-3030,0000-0001-5678-3030,Johannes Letzkus
0000-0001-5678-3030,0000-0001-5678-3030,Johannes Letzkus
0000-0001-5678-3030,0000-0001-5678-3030,Johannes Letzkus
0000-0001-5678-3030,0000-0001-5678-3030,Johannes Letzkus
0000-0001-5678-4797,0000-0001-5678-4797,Brian Noga
0000-0001-5678-6303,0000-0001-5678-6303,Xin Feng
0000-0001-5678-9416,0000-0001-5678-9416,Natacha Kremer
0000-0001-5680-9085,0000-0001-5680-9085,Caetano Mazzoni Ranieri
0000-0001-5681-292X,0000-0001-5681-292X,Luise Fast
0000-0001-5683-060X,0000-0001-5683-060X,Arnaldo Parra-Damas
0000-0001-5683-1717,0000-0001-5683-1717,Javier G. Orlandi
0000-0001-5683-5339,0000-0001-5683-5339,Dacheng Lin
0000-0001-5684-6388,0000-0001-5684-6388,Shengfu Yang
0000-0001-5685-0272,0000-0001-5685-0272,Andrey Shaw
0000-0001-5689-4259,0000-0001-5689-4259,Martin Preisig
0000-0001-5691-108X,0000-0001-5691-108X,Giuseppe Balsamo
0000-0001-5692-2627,0000-0001-5692-2627,Pablo Pacheco
0000-0001-5692-8770,0000-0001-5692-8770,Thierry Leveillard
0000-0001-5695-9358,0000-0001-5695-9358,Christine Gervais
0000-0001-5698-6014,0000-0001-5698-6014,Catherine E. Carr
0000-0001-5698-6540,0000-0001-5698-6540,Mirza Rivera-Lugo
0000-0001-5699-9093,0000-0001-5699-9093,Kazutoshi Nakazawa
0000-0001-5699-9093,0000-0001-5699-9093,Kazutoshi Nakazawa
0000-0001-5699-9587,0000-0001-5699-9587,Riccardo Privolizzi
0000-0001-5703-8403,0000-0001-5703-8403,Jean Menotti
0000-0001-5705-7495,0000-0001-5705-7495,Robert McCarley
0000-0001-5707-0999,0000-0001-5707-0999,Christine MORISCOT
0000-0001-5710-7421,0000-0001-5710-7421,Mehak Khan
0000-0001-5711-6571,0000-0001-5711-6571,Moiseev Anatolii
0000-0001-5713-434X,0000-0001-5713-434X,Jianxin Liu
0000-0001-5714-1400,0000-0001-5714-1400,R. James Cotton
0000-0001-5714-1400,0000-0001-5714-1400,R. James Cotton
0000-0001-5714-1400,0000-0001-5714-1400,R. James Cotton
0000-0001-5714-2526,0000-0001-5714-2526,María Teresa Serrano Gotarredona
0000-0001-5715-8077,0000-0001-5715-8077,Young-Woo Pyo
0000-0001-5718-5462,0000-0001-5718-5462,Fabio Rinaldi
0000-0001-5718-5462,0000-0001-5718-5462,Fabio Rinaldi
0000-0001-5719-1088,0000-0001-5719-1088,Josianne Kollmann
0000-0001-5721-8236,0000-0001-5721-8236,Lexi Webster
0000-0001-5721-9124,0000-0001-5721-9124,Kanella Prodromidou
0000-0001-5725-6910,0000-0001-5725-6910,Benjamin Dichter
0000-0001-5725-6910,0000-0001-5725-6910,Benjamin Dichter
0000-0001-5729-4773,0000-0001-5729-4773,Joanna Lazniewska
0000-0001-5733-9089,0000-0001-5733-9089,Joshua Goldwyn
0000-0001-5733-9089,0000-0001-5733-9089,Joshua Goldwyn
0000-0001-5735-8335,0000-0001-5735-8335,Cristofol Vives-Bauza
0000-0001-5739-5726,0000-0001-5739-5726,Khalaf Hamead
0000-0001-5746-7742,0000-0001-5746-7742,Sean Giacomucci
0000-0001-5746-8737,0000-0001-5746-8737,Gan He
0000-0001-5746-9369,0000-0001-5746-9369,Tapas Sadasivan Nair
0000-0001-5746-9430,0000-0001-5746-9430,Bastien Fremaux
0000-0001-5746-9465,0000-0001-5746-9465,Omar Awile
0000-0001-5748-3996,0000-0001-5748-3996,Hiroyuki Ai
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5748-6900,0000-0001-5748-6900,Bernardo Rudy
0000-0001-5753-7069,0000-0001-5753-7069,richard van Wezel
0000-0001-5756-063X,0000-0001-5756-063X,Malcolm Cobb
0000-0001-5756-3769,0000-0001-5756-3769,Rodrigo Perin
0000-0001-5756-3769,0000-0001-5756-3769,Rodrigo Perin
0000-0001-5756-3769,0000-0001-5756-3769,Rodrigo Perin
0000-0001-5756-3769,0000-0001-5756-3769,Rodrigo Perin
0000-0001-5756-3769,0000-0001-5756-3769,Rodrigo Perin
0000-0001-5756-3769,0000-0001-5756-3769,Rodrigo Perin
0000-0001-5756-3769,0000-0001-5756-3769,Rodrigo Perin
0000-0001-5756-3769,0000-0001-5756-3769,Rodrigo Perin
0000-0001-5756-3769,0000-0001-5756-3769,Rodrigo Perin
0000-0001-5756-3769,0000-0001-5756-3769,Rodrigo Perin
0000-0001-5756-3769,0000-0001-5756-3769,Rodrigo Perin
0000-0001-5756-3769,0000-0001-5756-3769,Rodrigo Perin
0000-0001-5757-9066,0000-0001-5757-9066,Carolina Roza
0000-0001-5757-9066,0000-0001-5757-9066,Carolina Roza
0000-0001-5758-3073,0000-0001-5758-3073,Krystal Nizar
0000-0001-5767-8689,0000-0001-5767-8689,Andrea Fumero
0000-0001-5768-6339,0000-0001-5768-6339,Timothy Allen
0000-0001-5769-2341,0000-0001-5769-2341,Ahmed Hussin
0000-0001-5770-2458,0000-0001-5770-2458,Geert Berx
0000-0001-5770-6723,0000-0001-5770-6723,Andre Matthias Müller
0000-0001-5771-5865,0000-0001-5771-5865,HAO QIAN
0000-0001-5774-3479,0000-0001-5774-3479,Maliheh Hosseini
0000-0001-5776-2506,0000-0001-5776-2506,Rammohan Shukla
0000-0001-5777-5411,0000-0001-5777-5411,Jan Talts
0000-0001-5780-1712,0000-0001-5780-1712,Julia Metz
0000-0001-5781-6498,0000-0001-5781-6498,Jérémie Naudé
0000-0001-5781-6498,0000-0001-5781-6498,Jérémie Naudé
0000-0001-5789-8497,0000-0001-5789-8497,Su-Jeong Kim
0000-0001-5789-8497,0000-0001-5789-8497,Su-Jeong Kim
0000-0001-5791-1823,0000-0001-5791-1823,Weijie Mao
0000-0001-5791-336X,0000-0001-5791-336X,Niclas Kolm
0000-0001-5792-2282,0000-0001-5792-2282,Yasser Osman
0000-0001-5792-2362,0000-0001-5792-2362,Anna Dimitrova Penkova
0000-0001-5793-534X,0000-0001-5793-534X,Enrique Miranda
0000-0001-5794-5425,0000-0001-5794-5425,Tom Tetzlaff
0000-0001-5794-5425,0000-0001-5794-5425,Tom Tetzlaff
0000-0001-5794-5425,0000-0001-5794-5425,Tom Tetzlaff
0000-0001-5794-5425,0000-0001-5794-5425,Tom Tetzlaff
0000-0001-5794-5425,0000-0001-5794-5425,Tom Tetzlaff
0000-0001-5794-5425,0000-0001-5794-5425,Tom Tetzlaff
0000-0001-5797-2386,0000-0001-5797-2386,Gregor FP Schuhknecht
0000-0001-5798-9348,0000-0001-5798-9348,Asli Umur
0000-0001-5799-5182,0000-0001-5799-5182,Maurizio De Pittà
0000-0001-5799-5182,0000-0001-5799-5182,Maurizio De Pittà
0000-0001-5800-0407,0000-0001-5800-0407,Andrew Parker
0000-0001-5800-1442,0000-0001-5800-1442,fahmy hanna
0000-0001-5800-474X,0000-0001-5800-474X,Choon Seng Qua
0000-0001-5800-5128,0000-0001-5800-5128,Michael Gandal
0000-0001-5800-5128,0000-0001-5800-5128,Michael Gandal
0000-0001-5801-5510,0000-0001-5801-5510,Bilal Shaikh
0000-0001-5803-1174,0000-0001-5803-1174,Attila Ozsvár
0000-0001-5803-8982,0000-0001-5803-8982,Shamik DasGupta
0000-0001-5803-8982,0000-0001-5803-8982,Shamik DasGupta
0000-0001-5806-2253,0000-0001-5806-2253,Martin Bayer
0000-0001-5808-8189,0000-0001-5808-8189,Thiago Schiavo Mosqueiro
0000-0001-5809-6306,0000-0001-5809-6306,Chiayu Chiu
0000-0001-5809-6306,0000-0001-5809-6306,Chiayu Chiu
0000-0001-5809-6306,0000-0001-5809-6306,Chiayu Chiu
0000-0001-5809-6306,0000-0001-5809-6306,Chiayu Chiu
0000-0001-5811-9838,0000-0001-5811-9838,Agnieszka Polit
0000-0001-5814-9412,0000-0001-5814-9412,Rita Cowell
0000-0001-5816-2051,0000-0001-5816-2051,Rui Jorge Nobre
0000-0001-5816-4348,0000-0001-5816-4348,Tomoaki Nakazono
0000-0001-5818-9457,0000-0001-5818-9457,Lewis Krey
0000-0001-5819-1522,0000-0001-5819-1522,Jose del R. Millan
0000-0001-5822-2624,0000-0001-5822-2624,Christian Défarge
0000-0001-5822-3731,0000-0001-5822-3731,Thomas Ferguson
0000-0001-5822-8858,0000-0001-5822-8858,Oriol Pavón Arocas
0000-0001-5823-8300,0000-0001-5823-8300,Chang Kweng Lim
0000-0001-5824-0056,0000-0001-5824-0056,Heath Robinson
0000-0001-5824-8859,0000-0001-5824-8859,Jeong Woo Choi
0000-0001-5828-0867,0000-0001-5828-0867,Katrin Amunts
0000-0001-5828-0867,0000-0001-5828-0867,Katrin Amunts
0000-0001-5828-0867,0000-0001-5828-0867,Katrin Amunts
0000-0001-5828-442X,0000-0001-5828-442X,Yuko Hara
0000-0001-5828-7882,0000-0001-5828-7882,Erik Fagerholm
0000-0001-5830-3328,0000-0001-5830-3328,Emiliano Pereira-Flores
0000-0001-5831-3307,0000-0001-5831-3307,Luis Pereira de Almeida
0000-0001-5836-1245,0000-0001-5836-1245,Carlos Lozoya Ibáñez
0000-0001-5838-0374,0000-0001-5838-0374,Shuichi Kitada
0000-0001-5838-7963,0000-0001-5838-7963,Douglas Kell
0000-0001-5838-9467,0000-0001-5838-9467,Michael Deans
0000-0001-5844-2344,0000-0001-5844-2344,Michael Koomey
0000-0001-5848-2573,0000-0001-5848-2573,Alexander Razumov
0000-0001-5850-3450,0000-0001-5850-3450,Chang Sup Kim
0000-0001-5851-212X,0000-0001-5851-212X,Lorna Role
0000-0001-5852-8156,0000-0001-5852-8156,Maria Tsiapa
0000-0001-5853-2737,0000-0001-5853-2737,Geoff Elliott
0000-0001-5856-2813,0000-0001-5856-2813,Josep Dalmau
0000-0001-5857-4144,0000-0001-5857-4144,Harish B S
0000-0001-5860-7129,0000-0001-5860-7129,Marisse Asong
0000-0001-5862-0219,0000-0001-5862-0219,Kevin Goff
0000-0001-5869-3485,0000-0001-5869-3485,Linda Kvastad
0000-0001-5869-6790,0000-0001-5869-6790,MARIA DOLORES ALONSO-DÍAZ DE DURANA
0000-0001-5870-5722,0000-0001-5870-5722,Lukas Anneser
0000-0001-5870-8843,0000-0001-5870-8843,Lane  Strathearn
0000-0001-5871-9331,0000-0001-5871-9331,Markus Axer
0000-0001-5871-9331,0000-0001-5871-9331,Markus Axer
0000-0001-5871-9331,0000-0001-5871-9331,Markus Axer
0000-0001-5871-9331,0000-0001-5871-9331,Markus Axer
0000-0001-5874-0210,0000-0001-5874-0210,Dieter Saur
0000-0001-5875-5578,0000-0001-5875-5578,Nadja Contzen
0000-0001-5878-1434,0000-0001-5878-1434,Rachel Waddington
0000-0001-5881-0282,0000-0001-5881-0282,Elric Esposito
0000-0001-5882-7252,0000-0001-5882-7252,Simon Renner
0000-0001-5884-794X,0000-0001-5884-794X,Adam Max Packer
0000-0001-5884-794X,0000-0001-5884-794X,Adam Max Packer
0000-0001-5884-794X,0000-0001-5884-794X,Adam Max Packer
0000-0001-5884-794X,0000-0001-5884-794X,Adam Max Packer
0000-0001-5884-794X,0000-0001-5884-794X,Adam Max Packer
0000-0001-5884-794X,0000-0001-5884-794X,Adam Max Packer
0000-0001-5889-3022,0000-0001-5889-3022,Georg Fantner
0000-0001-5891-6300,0000-0001-5891-6300,Damian Williams
0000-0001-5892-6074,0000-0001-5892-6074,Michael Wilson
0000-0001-5893-0831,0000-0001-5893-0831,Tony Wyss-Coray
0000-0001-5894-9268,0000-0001-5894-9268,Peilong Lu
0000-0001-5895-0330,0000-0001-5895-0330,Ries de Visser
0000-0001-5895-7807,0000-0001-5895-7807,Tiziana Antonelli
0000-0001-5895-8973,0000-0001-5895-8973,John Weiner
0000-0001-5896-2569,0000-0001-5896-2569,Sanj Raut
0000-0001-5900-2084,0000-0001-5900-2084,Stepan Sotnichuk
0000-0001-5900-9382,0000-0001-5900-9382,Kenji Fujiwara
0000-0001-5900-9913,0000-0001-5900-9913,Marco Fuscà
0000-0001-5901-4595,0000-0001-5901-4595,Alicja Rączkowska
0000-0001-5903-7113,0000-0001-5903-7113,William Clapp
0000-0001-5909-4222,0000-0001-5909-4222,Peter Thier
0000-0001-5909-4265,0000-0001-5909-4265,Georgina Buck
0000-0001-5911-0472,0000-0001-5911-0472,Thomas Donoghue
0000-0001-5913-8061,0000-0001-5913-8061,Beth Katz
0000-0001-5915-5283,0000-0001-5915-5283,Heiko J. Jahn
0000-0001-5917-8688,0000-0001-5917-8688,Stella Dracheva
0000-0001-5924-9175,0000-0001-5924-9175,Gertrudis Perea
0000-0001-5924-9175,0000-0001-5924-9175,Gertrudis Perea
0000-0001-5926-8042,0000-0001-5926-8042,Raquel Silva
0000-0001-5927-0310,0000-0001-5927-0310,Toon Vandyck
0000-0001-5929-4689,0000-0001-5929-4689,Stefano Cassanelli
0000-0001-5929-497X,0000-0001-5929-497X,Mauro Overend
0000-0001-5930-5616,0000-0001-5930-5616,Sara Thompson
0000-0001-5934-4375,0000-0001-5934-4375,Tiago Pereira
0000-0001-5934-4375,0000-0001-5934-4375,Tiago Pereira
0000-0001-5934-739X,0000-0001-5934-739X,Zhihong  Chen
0000-0001-5934-7816,0000-0001-5934-7816,Qiaolin Deng
0000-0001-5935-0046,0000-0001-5935-0046,Michael Nusbaum
0000-0001-5941-3449,0000-0001-5941-3449,Kristýna Bieleszová
0000-0001-5941-4038,0000-0001-5941-4038,Dan Sørensen
0000-0001-5945-2923,0000-0001-5945-2923,Andrey Lomov
0000-0001-5948-3092,0000-0001-5948-3092,Marta Costa
0000-0001-5948-5493,0000-0001-5948-5493,Emilio J Gualda
0000-0001-5950-026X,0000-0001-5950-026X,Jean-Jacques Soghomonian
0000-0001-5951-3271,0000-0001-5951-3271,Manisha Aggarwal
0000-0001-5953-4160,0000-0001-5953-4160,Gionata DE VICO
0000-0001-5955-716X,0000-0001-5955-716X,José Ignacio Pérez Martínez
0000-0001-5963-8576,0000-0001-5963-8576,Padraig Gleeson
0000-0001-5963-8576,0000-0001-5963-8576,Padraig Gleeson
0000-0001-5963-8576,0000-0001-5963-8576,Padraig Gleeson
0000-0001-5963-8576,0000-0001-5963-8576,Padraig Gleeson
0000-0001-5963-8576,0000-0001-5963-8576,Padraig Gleeson
0000-0001-5963-8576,0000-0001-5963-8576,Padraig Gleeson
0000-0001-5963-8576,0000-0001-5963-8576,Padraig Gleeson
0000-0001-5963-8576,0000-0001-5963-8576,Padraig Gleeson
0000-0001-5963-8576,0000-0001-5963-8576,Padraig Gleeson
0000-0001-5963-8576,0000-0001-5963-8576,Padraig Gleeson
0000-0001-5963-8576,0000-0001-5963-8576,Padraig Gleeson
0000-0001-5963-8576,0000-0001-5963-8576,Padraig Gleeson
0000-0001-5965-8470,0000-0001-5965-8470,Trygve B. Leergaard
0000-0001-5965-8470,0000-0001-5965-8470,Trygve B. Leergaard
0000-0001-5965-8470,0000-0001-5965-8470,Trygve B. Leergaard
0000-0001-5965-8470,0000-0001-5965-8470,Trygve B. Leergaard
0000-0001-5965-8470,0000-0001-5965-8470,Trygve B. Leergaard
0000-0001-5965-8470,0000-0001-5965-8470,Trygve B. Leergaard
0000-0001-5965-8470,0000-0001-5965-8470,Trygve B. Leergaard
0000-0001-5965-8470,0000-0001-5965-8470,Trygve B. Leergaard
0000-0001-5966-8556,0000-0001-5966-8556,Javier Oltra-Cucarella
0000-0001-5972-647X,0000-0001-5972-647X,Farha Ghapar
0000-0001-5972-8790,0000-0001-5972-8790,Simona D'Antoni
0000-0001-5973-0049,0000-0001-5973-0049,Jakob Kaeppler
0000-0001-5974-3755,0000-0001-5974-3755,Peter Hantz
0000-0001-5975-8914,0000-0001-5975-8914,Isabel Reillo
0000-0001-5979-1255,0000-0001-5979-1255,
0000-0001-5982-0060,0000-0001-5982-0060,Drew Miles
0000-0001-5984-4572,0000-0001-5984-4572,Eddie Nijholt
0000-0001-5984-5516,0000-0001-5984-5516,Rebecca L Cunningham
0000-0001-5985-3030,0000-0001-5985-3030,Mark Thornton
0000-0001-5988-7409,0000-0001-5988-7409,Alvis Brazma
0000-0001-5990-1266,0000-0001-5990-1266,M.Carmen Blanco-Gandia
0000-0001-5991-5991,0000-0001-5991-5991,Emmanuel Crespo
0000-0001-5992-4468,0000-0001-5992-4468,David Noske
0000-0001-5993-7058,0000-0001-5993-7058,Alberto Fernandez-Teruel
0000-0001-5993-8245,0000-0001-5993-8245,Megumu Takahashi
0000-0001-5993-8245,0000-0001-5993-8245,Megumu Takahashi
0000-0001-5995-718X,0000-0001-5995-718X,FELIPE CAVA
0000-0001-5996-171X,0000-0001-5996-171X,Ben Moore
0000-0001-5997-3665,0000-0001-5997-3665,Yvette Van Kooyk
0000-0001-5998-9640,0000-0001-5998-9640,Jorg Conradt
0000-0001-5999-6269,0000-0001-5999-6269,Àlex Bravo Serrano
